Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Tweet ID
Kamala Harris,@KamalaHarris,2024-08-07T14:46:54.000Z,True,"Three months until Election Day. 

Wisconsin and Michigan, can't wait to see you soon!",4.6K,5.4K,58K,1.8M,[],[],[],tweet_id:1821196322910679116
Kamala Harris,@KamalaHarris,2024-08-07T13:59:20.000Z,True,"With  by my side, and with all of you at our sides—let us fight for the promise of America’s future.",4.9K,9K,78K,1.6M,[],['@Tim_Walz'],[],tweet_id:1821184352408973407
Kamala Harris,@KamalaHarris,2024-08-07T02:13:15.000Z,True,"Let’s get to work, .",3.2K,7.4K,69K,1.4M,[],['@Tim_Walz'],[],tweet_id:1821006662989205540
Kamala Harris,@KamalaHarris,2024-08-07T02:20:07.000Z,True,Join our campaign:,785,661,4K,411K,[],[],[],tweet_id:1821008389146542225
Kamala Harris,@KamalaHarris,2024-08-07T00:30:38.000Z,True,"Coach Walz and I may hail from different corners of our great country, but our values are the same: We both believe in lifting people up, not knocking them down.",4.7K,9.2K,50K,1.3M,[],[],[],tweet_id:1820980836251861004
Tim Walz,@Tim_Walz,2024-08-06T23:33:58.000Z,True,"Over the next 91 days, and every day in the White House, I'll have ’ back—and we'll have yours. 

We just have to fight. As Kamala says: When we fight, we win. 

But we can’t do it alone. Join us:",1.5K,3.2K,18K,800K,[],['@KamalaHarris'],[],tweet_id:1820966576809545826
Tim Walz,@Tim_Walz,2024-08-06T23:21:16.000Z,True,"Like all regular people in America's heartland, JD Vance studied at Yale, had his career funded by Silicon Valley billionaires, and wrote a bestseller trashing that community. 

Come on.

I can't wait to debate the guy—that is, if he's willing to get off the couch and show up.",9.5K,26K,165K,6.6M,[],[],[],tweet_id:1820963380108157166
Kamala Harris,@KamalaHarris,2024-08-06T23:17:21.000Z,True,"Let’s compare ’s resume to that of Trump’s running mate, shall we?",4.1K,4.2K,24K,1.2M,[],['@Tim_Walz'],[],tweet_id:1820962394543165888
Tim Walz,@Tim_Walz,2024-08-06T23:07:36.000Z,True,"This election is about what direction the country will go in.

Donald Trump would damn sure take us backwards.

Don't believe him when he plays dumb: He knows exactly what Project 2025 will do to restrict our freedoms.",2.3K,8.6K,56K,1.2M,[],[],[],tweet_id:1820959939755446751
Tim Walz,@Tim_Walz,2024-08-06T23:03:18.000Z,True,"Minnesota's strength comes from our values: our commitment to working together and to lending a helping hand. 

These same values I learned on the family farm and took to Congress and the state capital.

Now,  and I are running to take them to the White House.",912,2.7K,19K,676K,[],['@KamalaHarris'],[],tweet_id:1820958859575353647
Tim Walz,@Tim_Walz,2024-08-06T23:01:54.000Z,True,"Thank you, , for the trust that you've placed in me. 

And maybe more so, thank you for bringing back the joy.

I couldn't be prouder to be on this ticket—and to help make you the next President of the United States.",2.6K,14K,97K,2M,[],['@KamalaHarris'],[],tweet_id:1820958506733703176
Tim Walz,@Tim_Walz,2024-08-06T22:54:10.000Z,True,"My dad served in the army during the Korean war.

With his encouragement, at 17, I joined the Army National Guard for 24 years.

Service gave me the strength of a shared commitment to something greater than ourselves. And just as it did for my dad and millions of others, the GI",3.6K,9.5K,68K,2M,[],[],[],tweet_id:1820956562875433010
Kamala Harris,@KamalaHarris,2024-08-06T22:57:40.000Z,True,"Donald Trump said he wants to punish women. And, as a result of his actions, today in America, one out of three women live in a state with a Trump Abortion Ban.",3.3K,3.8K,17K,576K,[],[],[],tweet_id:1820957442982764779
Tim Walz,@Tim_Walz,2024-08-06T22:46:57.000Z,True,". has fought on the side of the American people.

She took on predators and fraudsters, took down transnational gangs, and stood up against powerful corporate interests. 

And she's never hesitated to reach across the aisle if it meant improving people's lives.",911,2.6K,19K,644K,[],['@KamalaHarris'],[],tweet_id:1820954743428059603
Kamala Harris,@KamalaHarris,2024-08-06T22:37:03.000Z,True,"We are running a campaign on behalf of ALL Americans. 

If elected, we will govern on behalf of ALL Americans. 

With  and all of you at our side, let us fight for the promise of our future.",6.5K,6.7K,39K,1.3M,[],['@Tim_Walz'],[],tweet_id:1820952251227124065
Kamala Harris,@KamalaHarris,2024-08-06T22:29:39.000Z,True,". has defended the sacred freedom to vote.
 
As governor, he signed the most significant expansion of voting rights in Minnesota in over 50 years.
 
With his help, when I am president, we will finally pass the John Lewis Voting Rights Act and the Freedom to Vote Act.",3.1K,5.4K,28K,944K,[],['@Tim_Walz'],[],tweet_id:1820950390675808464
Kamala Harris,@KamalaHarris,2024-08-06T22:28:27.000Z,True,"Philadelphia, I launched my campaign for President of the United States a mere two weeks ago.

And it has been a bit of a whirlwind. 

But now, I can stand before you today to proudly announce: I am now officially the Democratic Nominee for President of the United States.",2.5K,5.7K,35K,1.1M,[],[],[],tweet_id:1820950087717060788
Kamala Harris,@KamalaHarris,2024-08-06T22:23:17.000Z,True,"At a time when acceptance was hard to find for LGBTQ+ students,  knew the signal it would send for a football coach to get involved in the Gay Straight Alliance.

So he signed on to be the group’s faculty advisor.",1.8K,6.8K,63K,1.8M,[],['@Tim_Walz'],[],tweet_id:1820948790271955116
Kamala Harris,@KamalaHarris,2024-08-06T22:20:48.000Z,True,". was the kind of teacher and mentor that every kid in America dreams of having and deserves.

The kind of coach who makes people feel like they belong, and inspires them to dream big.

And that’s the kind of Vice President he will be, too.",3.5K,5.9K,47K,1.2M,[],['@Tim_Walz'],[],tweet_id:1820948163517145145
Kamala Harris,@KamalaHarris,2024-08-06T22:13:37.000Z,True,"Since the day I announced my candidacy, I set out to find a partner who can help unite our nation and move us forward—a fighter for the middle class and patriot who believes in the promise of America.

I am here today because I found such a leader: Governor .",4.1K,12K,84K,1.9M,[],['@Tim_Walz'],[],tweet_id:1820946356095025425
Kamala Harris,@KamalaHarris,2024-08-06T21:26:08.000Z,True,"We love this nation and together, we will fight to build the future that people deserve.

Tune in now as Governor  and I rally voters in Philadelphia.",1.9K,4.7K,21K,727K,[],['@Tim_Walz'],[],tweet_id:1820934406791377232
Kamala Harris,@KamalaHarris,2024-08-06T20:45:03.000Z,True,". and I are in Pennsylvania for our first rally as your Democratic ticket. 

Tune in to our livestream here around 5:30pm ET to hear how we will move this country forward. 

See you soon, Philadelphia!",2.8K,5.2K,50K,1.4M,[],['@Tim_Walz'],[],tweet_id:1820924066632536565
Kamala Harris,@KamalaHarris,2024-08-06T19:13:13.000Z,True,"When I called  this morning to ask him to join our campaign, I shared my deep level of respect for him and the work we've done together. 

We're going to unify this country and we're going to win.

Let's go get this done.",10K,31K,202K,11M,[],['@Tim_Walz'],[],tweet_id:1820900959045685361
Kamala Harris,@KamalaHarris,2024-08-06T18:35:44.000Z,True,"Tonight at 6:20pm ET,  and I are hosting our first virtual grassroots fundraiser together. We would love for you to be there.

Donate any amount to join:",1.8K,4.6K,20K,3.2M,[],['@tim_walz'],[],tweet_id:1820891522176299464
Tim Walz,@Tim_Walz,2024-08-06T17:56:49.000Z,True,"Growing up, I learned to be generous toward my neighbors, compromise without compromising my values, and to work for the common good. and I both believe in that common good – in that fundamental promise of America. We’re ready to fight for it. And like she says:",3.9K,27K,131K,5.8M,[],['@KamalaHarris'],[],tweet_id:1820881730946977902
Tim Walz,@Tim_Walz,2024-08-06T14:34:50.000Z,True,"It is the honor of a lifetime to join  in this campaign.

I’m all in. 

Vice President Harris is showing us the politics of what’s possible. It reminds me a bit of the first day of school. 

So, let’s get this done, folks! Join us.",19K,42K,283K,8.9M,[],['@kamalaharris'],[],tweet_id:1820830898494791955
Kamala Harris,@KamalaHarris,2024-08-06T14:24:53.000Z,True,"I am proud to announce that I've asked  to be my running mate.

As a governor, a coach, a teacher, and a veteran, he's delivered for working families like his.

It's great to have him on the team.

Now let’s get to work. Join us:",32K,59K,381K,17M,[],['@Tim_Walz'],[],tweet_id:1820828396298879294
Kamala Harris,@KamalaHarris,2024-08-05T20:47:16.000Z,True,"Project 2025 is proof: If Donald Trump wins in November he will continue to attack equality, take away freedoms, and undermine our democracy.",10K,9.1K,37K,1.5M,[],[],[],tweet_id:1820562237041385706
Kamala Harris,@KamalaHarris,2024-08-05T19:28:00.000Z,True,"Generations of Americans before us led the fight for freedom. 

Now the baton is in our hands—each and every one of us. 

Join our fight:",4.3K,4.6K,19K,749K,[],[],[],tweet_id:1820542289904599434
Kamala Harris,@KamalaHarris,2024-08-05T16:39:01.000Z,True,"Let’s be clear: Someone who suggested the “termination” of the Constitution should never have the chance to stand behind the seal of the President of the United States. 

Never again.",12K,41K,236K,5.3M,[],[],[],tweet_id:1820499763713778080
Kamala Harris,@KamalaHarris,2024-08-04T22:26:26.000Z,True,"When we fight, we win.",7.8K,9.5K,44K,2.1M,[],[],[],tweet_id:1820224804571463800
Kamala Harris,@KamalaHarris,2024-08-04T20:46:05.000Z,True,"This election is a fight for our country, our future, and our most fundamental freedoms and rights. 

We believe in the promise of America—and we’re in this fight because we know what’s at stake.",6.8K,8.3K,42K,1.2M,[],[],[],tweet_id:1820199552823013866
Kamala Harris,@KamalaHarris,2024-08-04T18:32:01.000Z,True,"Donald Trump hand-picked three members of the Supreme Court who would overturn the protections of Roe v. Wade.

As he intended, they did—and now he wants to pass a nationwide abortion ban. 

I will not let that happen.",10K,16K,97K,2.6M,[],[],[],tweet_id:1820165811031384335
Kamala Harris,@KamalaHarris,2024-08-04T15:54:06.000Z,True,"As Attorney General, I took on Big Oil—and won.

As Vice President, I helped pass the largest-ever investment to take on the climate crisis.

And as President, I will keep up the fight.

I am grateful for your support , , , and .",8.6K,8.7K,38K,1.2M,[],"['@LCVoters', '@SierraClub', '@NRDC_Action', '@ce4america']",[],tweet_id:1820126072702107755
Kamala Harris,@KamalaHarris,2024-08-03T18:19:05.000Z,True,"Across the nation, we are witnessing a full-on attack on hard-won, hard-fought freedoms. 

Extremists attack the freedom to vote, our freedom to live safe from gun violence, and our reproductive freedom.

I say, bring it on—because we’re not going back.",8.9K,9.2K,42K,1.2M,[],[],[],tweet_id:1819800171363864665
Kamala Harris,@KamalaHarris,2024-08-03T16:01:44.000Z,True,"It’s interesting how “any time, any place” becomes “one specific time, one specific safe space.”

I’ll be there on September 10th, like he agreed to. I hope to see him there.",29K,34K,211K,13M,[],[],[],tweet_id:1819765605207253495
Kamala Harris,@KamalaHarris,2024-08-03T15:03:01.000Z,True,"The American people believe in the promise of freedom.

Are you ready to fight for it? Because when we fight, we win. 

Join our campaign today:",4K,3.2K,14K,599K,[],[],[],tweet_id:1819750826979582330
Kamala Harris,@KamalaHarris,2024-08-03T13:56:59.000Z,True,"Five years ago, white supremacy fueled a tragic mass shooting targeting Latinos in El Paso.

Today and every day, we honor with action the 23 lives cut short, the survivors, and the resilience of the El Paso community.

Congress must have the courage to pass commonsense gun",5K,6.1K,27K,1.5M,[],[],[],tweet_id:1819734212280213978
Kamala Harris,@KamalaHarris,2024-08-02T22:30:04.000Z,True,"Trump’s Project 2025 is a plan to return America to a dark past:

–Failed trickle-down economic policies
–Union busting
–Tax breaks for billionaires
–Blocking student loan forgiveness

Can you believe they put that in writing?",10K,9.1K,38K,2.2M,[],[],[],tweet_id:1819500942393237896
Kamala Harris,@KamalaHarris,2024-08-02T20:40:37.000Z,True,"No one should be punished for a medical emergency.

We are making it so medical debt can no longer be used against your credit score.",4.6K,7.7K,39K,1.2M,[],[],[],tweet_id:1819473401385222301
Kamala Harris,@KamalaHarris,2024-08-02T18:56:00.000Z,True,"At this moment, we face a choice between two visions for our nation: one focused on the future and the other on the past. 

With your support, I am fighting for our nation’s future.",8.7K,6K,35K,1.4M,[],[],[],tweet_id:1819447074712089084
Kamala Harris,@KamalaHarris,2024-08-02T17:35:27.000Z,True,"I am honored to be the Democratic nominee for President of the United States. I will officially accept the nomination next week.

This campaign is about people coming together, fueled by love of country, to fight for the best of who we are.

Join us:",8K,14K,80K,2M,[],[],[],tweet_id:1819426800264474793
Kamala Harris,@KamalaHarris,2024-08-02T17:07:40.000Z,True,Our team is hosting a campaign update call for grassroots supporters. Tune in now to join us.,1.4K,1.4K,5.6K,385K,[],[],[],tweet_id:1819419808628142457
Kamala Harris,@KamalaHarris,2024-08-02T16:36:02.000Z,True,"I am honored to share that our campaign just had the best grassroots fundraising month in history.

Each dollar helps our campaign reach voters across the country in our fight for freedom, opportunity, and the promise of America.",2K,2.9K,14K,491K,[],[],[],tweet_id:1819411851047731261
Kamala Harris,@KamalaHarris,2024-08-01T23:30:07.000Z,True,"One of the best ways to keep our nation moving forward is to give our workers a voice.

As President, I’ll protect the freedom to organize, defend collective bargaining and sign the PRO Act into law.",3.7K,4.1K,17K,725K,[],[],[],tweet_id:1819153667733201264
Kamala Harris,@KamalaHarris,2024-08-01T21:45:52.000Z,True,"Throughout my career, I’ve taken on perpetrators of all kinds, and let me tell you: I know Donald Trump’s type.",6.9K,7K,38K,1.2M,[],[],[],tweet_id:1819127431392800796
Kamala Harris,@KamalaHarris,2024-08-01T19:50:02.000Z,True,"At this moment, our nation is counting on you—to energize, organize, and mobilize. 

Join the fight for a brighter future:",2.7K,3.1K,13K,542K,[],[],[],tweet_id:1819098281563075007
Kamala Harris,@KamalaHarris,2024-08-01T17:41:01.000Z,True,"This campaign is about two different visions for our nation.

Ours is focused on the future. Donald Trump’s is focused on the past.

We’re not going back.",11K,11K,62K,2.1M,[],[],[],tweet_id:1819065816060514647
Kamala Harris,@KamalaHarris,2024-08-01T12:38:20.000Z,True,"The path to the White House runs through Georgia. 

It was good to be back in the state that helped us win in 2020—and with your support, we will win again in November.",5.6K,8.2K,53K,1.2M,[],[],[],tweet_id:1818989643829797233
Kamala Harris,@KamalaHarris,2024-08-01T02:04:49.000Z,True,"This afternoon, Donald Trump spoke to the National Association of Black Journalists.

It was the same old show.

Let me just say: The American people deserve better than Donald Trump’s divisiveness and disrespect.",15K,18K,144K,5.7M,[],[],[],tweet_id:1818830212437581928
Kamala Harris,@KamalaHarris,2024-07-31T23:45:45.000Z,True,"I am honored to receive the endorsement of the United Auto Workers. From walking picket lines to taking on big banks, I have spent my entire career fighting for unions and working families—and, as President, I will continue to deliver for organized labor.",4.7K,11K,73K,2.4M,[],[],[],tweet_id:1818795213483134995
Kamala Harris,@KamalaHarris,2024-07-31T14:36:45.000Z,True,Generations of Americans before us led the fight for freedom. Now the baton is in our hands.,4.8K,4.4K,19K,730K,[],[],[],tweet_id:1818657054426366313
Kamala Harris,@KamalaHarris,2024-07-31T01:05:55.000Z,True,"Thank you, Atlanta.",6.4K,14K,134K,2.5M,[],[],[],tweet_id:1818453001805119817
Kamala Harris,@KamalaHarris,2024-07-31T00:59:59.000Z,True,"Across our nation, we are witnessing a full assault on hard-fought, hard-won freedoms.

Our fight is for the future and for freedom.

We are not going back.",4.4K,6.7K,30K,913K,[],[],[],tweet_id:1818451507085205983
Kamala Harris,@KamalaHarris,2024-07-31T00:46:44.000Z,True,"Ours is a people-powered campaign.

Help us build it: http://kamalaharris.link/peoplepowered",1.8K,3.2K,15K,574K,[],[],[],tweet_id:1818448172428951759
Kamala Harris,@KamalaHarris,2024-07-31T00:10:47.000Z,True,"Building up the middle class will be a defining goal of my presidency. Because we know that when our middle class is strong, America is strong.",4.4K,5.9K,34K,1M,[],[],[],tweet_id:1818439127144317173
Kamala Harris,@KamalaHarris,2024-07-30T23:59:46.000Z,True,"Donald, I do hope you'll reconsider meeting me on the debate stage.

Because, as the saying goes, if you’ve got something to say, say it to my face.",17K,53K,308K,15M,[],[],[],tweet_id:1818436356009570530
Kamala Harris,@KamalaHarris,2024-07-30T23:35:45.000Z,True,The road to the White House runs through Georgia–and I am glad to be back.,3K,6.6K,53K,1M,[],[],[],tweet_id:1818430311522267353
Kamala Harris,@KamalaHarris,2024-07-30T22:49:40.000Z,True,"Freedom is on the ballot this November.

That is why I’m in Atlanta with  to speak with voters about the stakes of this election. Tune in and join our people powered campaign.",2.1K,4.8K,18K,835K,[],['@theestallion'],[],tweet_id:1818418711583146212
TINA SNOW,@theestallion,2024-07-30T18:50:21.000Z,True,"Hotties I’m performing for THEE Kamala Harris today in Atlanta!! 

Tune in to the livestream on ’s channels at the new time 6:30pm EThttps://youtube.com/@kamalaharris?si=lSDw_7s4u08qJ1cx…",1.4K,4.8K,27K,1.3M,[],"['@KamalaHarris', 'https://youtube.com/@kamalaharris?si=lSDw_7s4u08qJ1cx…']","['\\U0001f525', '\\U0001f525']",tweet_id:1818358488357351480
Kamala Harris,@KamalaHarris,2024-07-30T20:10:03.000Z,True,"Freedom is on the ballot this November.

That is why I will be in Atlanta tonight with  to talk about the stakes of this election.

Tune into our livestream here at 6:30 p.m. ET.",5.9K,7.6K,50K,2.9M,[],['@theestallion'],[],tweet_id:1818378544759570510
Kamala Harris,@KamalaHarris,2024-07-30T18:36:24.000Z,True,"59 years ago, Medicare and Medicaid were signed into law. 

Trump’s Project 2025 plans to cut Medicare and roll back our progress on Medicaid.

As Vice President, I have worked to expand these programs—and we are not going back.",4.9K,6.2K,28K,926K,[],[],[],tweet_id:1818354976982180263
Kamala Harris,@KamalaHarris,2024-07-30T12:38:22.000Z,True,"We believe in a future where every person has the opportunity not just to get by, but to get ahead. Where every senior can retire with dignity.

But Donald Trump wants to take our country backward.

We are not going back.",7.2K,13K,53K,1.7M,[],[],[],tweet_id:1818264875627389226
Kamala Harris,@KamalaHarris,2024-07-29T22:00:23.000Z,True,"There is a clear crisis of confidence facing the U.S. Supreme Court.

That is why President  and I are calling on Congress to pass important reforms—from imposing term limits to requiring compliance with binding ethics rules.

And in our democracy, no one should be above",11K,11K,55K,2.8M,[],['@JoeBiden'],[],tweet_id:1818043922288894214
Kamala Harris,@KamalaHarris,2024-07-29T20:20:22.000Z,True,"Our 100 Days Out Weekend of Action was awe-inspiring.

We are mobilizing and organizing to protect our freedoms, while Donald Trump wants to take us back.  We won’t let that happen.    

Let’s keep up the fight all the way to November.",2.4K,3.1K,15K,645K,[],[],[],tweet_id:1818018751163347052
Kamala Harris,@KamalaHarris,2024-07-29T14:25:33.000Z,True,"More than 1 in 3 women of reproductive age in America now live in a state with a Trump abortion ban. 

When I am President of the United States, I will sign a law restoring and protecting reproductive freedom in every state.",12K,16K,77K,2.9M,[],[],[],tweet_id:1817929460009558453
Kamala Harris,@KamalaHarris,2024-07-29T12:09:16.000Z,True,"This morning, more than 1.5 million women in Iowa woke up with fewer rights than they had last night because of another Trump Abortion Ban.  

In November, we will stop Trump’s extreme abortion bans at the ballot box.",11K,25K,105K,4.7M,[],[],[],tweet_id:1817895161549963662
Kamala Harris,@KamalaHarris,2024-07-29T02:02:20.000Z,True,"In the next 100 days, we have work to do.

We have doors to knock on, we have phone calls to make, and we have an election to win.

I am deeply grateful for those who took part in our 100 Days Out Weekend of Action. 

Join us: http://kamalaharris.link/100daysevents",2.9K,4.2K,22K,1M,[],[],[],tweet_id:1817742424292175876
Kamala Harris,@KamalaHarris,2024-07-29T00:37:20.000Z,True,"In the week since the launch of our campaign, we have: 

–Signed up more than 170,000 new volunteers
–Held more than 2,300 events across the country
–Raised over $200 million (66% came from first-time donors)

Thank you to all who have knocked doors, made calls, and chipped in.",4.2K,11K,71K,1.9M,[],[],[],tweet_id:1817721033782129039
Kamala Harris,@KamalaHarris,2024-07-28T19:06:21.000Z,True,"Together, this team is going to win in November.",4.7K,8.1K,49K,1.3M,[],[],[],tweet_id:1817637736142065875
Kamala Harris,@KamalaHarris,2024-07-28T17:51:00.000Z,True,"Our people-powered campaign is a fight for the future.

A fight for reproductive freedom where women make decisions about their bodies—not the government.

Let us continue this fight with optimism, faith and hope. When we fight, we win.

Join now:",2.8K,4.1K,18K,716K,[],[],[],tweet_id:1817618776084316360
Andy Beshear,@AndyBeshearKY,2024-07-28T15:50:15.000Z,False,"Incredible energy and enthusiasm for  in deep-red Forsyth County with a bunch of fired up Georgia Democrats. When we run on our values, we can bring Americans together all over the country and win. Every vote counts. Everybody matters.",2.5K,5.2K,26K,1.3M,[],['@KamalaHarris'],[],tweet_id:1817588388633170139
Kamala Harris,@KamalaHarris,2024-07-28T15:42:16.000Z,True,"We believe in freedom, opportunity, and the promise of America.

We’re ready to fight for it. 

Get involved today: http://kamalaharris.link/100daysvolunteer…",2.8K,4.9K,24K,929K,[],[],[],tweet_id:1817586378252616073
