Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Tweet ID
DD News,@DDNewslive,2024-09-25T08:23:35.000Z,True,"Will the #USA-#India strategic partnership change depending on whether #KamalaHarris or #DonaldTrump wins the upcoming presidential #election?  of  says that #defence ties will keep strengthening no matter who is the next #American president, but a second term",0,1,7,1.5K,"['#USA', '#India', '#KamalaHarris', '#DonaldTrump', '#election', '#defence', '#American']","['@RichardRossow', '@CSIS']",[],tweet_id:1838856863732932685
MagaMan34,@shane11281,2024-09-25T08:23:08.000Z,False,#election interference,0,0,0,17,['#election'],[],[],tweet_id:1838856753171100020
The Pioneer national newspaper,@PioneerNational,2024-09-25T08:19:08.000Z,False,"Don’t bring #Congress back to power even by mistake, #PMModi exhorts #Haryana #voters at #election rally in #Sonipat.     #HaryanaAssemblyElections2024 #haryanaassemblypolls #HaryanaCongress",0,3,0,51,"['#Congress', '#PMModi', '#Haryana', '#voters', '#election', '#Sonipat', '#HaryanaAssemblyElections2024', '#haryanaassemblypolls', '#HaryanaCongress']","['@narendramodi', '@BJP4India', '@INCIndia', '@INCHaryana']",[],tweet_id:1838855743069397180
Lokmat Times,@lokmattimeseng,2024-09-25T08:27:32.000Z,False,"Jammu and Kashmir Assembly Election 2024: 24.10 % Voters Turnout Recorded Till 11 AM in Second Phase of Poll

Read More https://lokmattimes.com/national/jammu-and-kashmir-assembly-election-2024-2410-voters-turnout-recorded-till-11-am-in-second-phase-of-poll-a510/…#JammuAndKashmirelection #Election #AssemblyElection2024",0,0,0,26,"['#JammuAndKashmirelection', '#Election', '#AssemblyElection2024']",[],['\\U0001f447'],tweet_id:1838857858521215069
News Nation,@NewsNationTV,2024-09-25T08:18:22.000Z,True,"जम्मू-कश्मीर में दोपहर एक बजे तक 36.93 फीसदी मतदान, रियासी में सबसे ज्यादा पड़े वोट
 #JammuKashmir #NewsUpdate #Voting #Election 

पूरी जानकारी के लिए नीचे दिए गए लिंक पर क्लिक करें https://newsnationtv.com/states/jammu-kashmir-assembly-election-second-phase-of-voting-in-jammu-and-kashmir-today-votes-will-be-cast-for-26-assembly-seats-7092075…",0,1,1,143,"['#JammuKashmir', '#NewsUpdate', '#Voting', '#Election']",[],[],tweet_id:1838855553734295689
Ram Niwas Rara Hisar,@RaraNiwas,2024-09-25T08:17:25.000Z,False,जन जन की यही पुकार राम निवास राड़ा अबकी बार#congress #india #rahulgandhi #politics #indianpolitics #ramniwasrara #indian #election #priyankagandhi #soniagandhi #indiannationalcongress #hisar #instagram #government #congress2024,0,0,0,20,"['#congress', '#india', '#rahulgandhi', '#politics', '#indianpolitics', '#ramniwasrara', '#indian', '#election', '#priyankagandhi', '#soniagandhi', '#indiannationalcongress', '#hisar', '#instagram', '#government', '#congress2024']",[],[],tweet_id:1838855313652617726
The Pioneer national newspaper,@PioneerNational,2024-09-25T08:14:13.000Z,False,"#Congress has always opposed to #reservations, claims #PMModi at #election rally.     #HaryanaAssemblyElections2024",1,3,0,34,"['#Congress', '#reservations', '#PMModi', '#election', '#HaryanaAssemblyElections2024']","['@INCIndia', '@INCHaryana', '@BJP4Haryana', '@BJP4India']",[],tweet_id:1838854507674886151
english.katholisch.de,@katholischde_en,2024-09-25T08:13:00.000Z,False,"Religion plays a much more important role in the #USA than in #Europe – including in the presidential #election campaign. In this #interview, theologian and US expert Andreas G. Weiß explains why #Catholics in America are deeply divided about the election.",0,0,0,16,"['#USA', '#Europe', '#election', '#interview', '#Catholics']",[],[],tweet_id:1838854203344646225
Free Press Journal,@fpjindia,2024-09-25T08:11:50.000Z,True,Jammu and Kashmir Election: Foreign Diplomats Observe The Electoral Process #JammuAndKashmirElections #Election #polls,0,1,0,117,"['#JammuAndKashmirElections', '#Election', '#polls']",['@ManasJoshi'],[],tweet_id:1838853906979553422
Santosh Pathariya,@spathariya,2024-09-25T08:10:32.000Z,False,Approximate Voter Turnout for J&K Phase-2  at 1 PM : 36.93% #election #JammuAndKashmirElections,0,0,0,24,"['#election', '#JammuAndKashmirElections']",[],[],tweet_id:1838853578578104391
NEXTINDIATIMES-NIT,@nextindiatimes,2024-09-25T08:10:00.000Z,False,चुनाव प्रक्रिया देखने आए विदेशी राजनयिकों के दौरे पर भड़के उमर अब्दुल्लाhttps://nextindiatimes.com/omar-abdullah-got-angry-on-the-visit-of-foreign-diplomats-who-came-to-observe-the-election-process/…#nextindiatimes #OmarAbdullah #election,0,0,0,11,"['#nextindiatimes', '#OmarAbdullah', '#election']",[],[],tweet_id:1838853446033903770
Greater jammu,@greater_jammu,2024-09-25T08:09:49.000Z,False,"J&K elections | In Jammu, Congress MP & Lok Sabha LoP Rahul Gandhi says, ""In the history of India, after 1947 several UTs were turned into states. #rahulgandhi #jammucity #congress #élection #greaterjammu",0,0,1,22,"['#rahulgandhi', '#jammucity', '#congress', '#élection', '#greaterjammu']",[],[],tweet_id:1838853400311521787
Kashmir Life,@KashmirLife,2024-09-25T08:07:51.000Z,True,The ongoing #assembly #Election for #Jammu #Kashmir #Assembly is the first #SocialMedia election Babra Wani reports,0,0,4,466,"['#assembly', '#Election', '#Jammu', '#Kashmir', '#Assembly', '#SocialMedia']",[],[],tweet_id:1838852904511328363
Greater jammu,@greater_jammu,2024-09-25T08:04:25.000Z,False,"Congress MP and LoP Lok Sabha Rahul Gandhi arrives at a hotel in Jammu, J&K. He will hold election campaign here for the third and final phase of Jammu & Kashmir Assembly elections.#rahulgandhi #jammucity #congress #élection #greaterjammu",0,0,1,56,"['#rahulgandhi', '#jammucity', '#congress', '#élection', '#greaterjammu']",[],[],tweet_id:1838852039880634601
Dainik Savera Times,@saveratimes,2024-09-25T08:04:19.000Z,True,"Big Breaking: ਅੱਜ ਪੰਚਾਇਤੀ ਚੋਣਾਂ ਦਾ ਹੋਵੇਗਾ ਐਲਾਨ, ਬਾਅਦ ਦੁਪਿਹਰ ਪੰਜਾਬ ਚੋਣ ਕਮ... https://youtube.com/live/JgVWam-2gbg?si=Sz5U5F_W_g48i65v… via  #PanchayatElections #PunjabElection #PressConference#PoliticalUpdates #ElectionAnnouncement #PunjabPolitics #Panchayat #PunjabVotes #election #election2024",0,0,0,26,"['#PanchayatElections', '#PunjabElection', '#PressConference', '#PoliticalUpdates', '#ElectionAnnouncement', '#PunjabPolitics', '#Panchayat', '#PunjabVotes', '#election', '#election2024']",['@YouTube'],[],tweet_id:1838852014102474918
Abhilash dixit,@Abhilas61339612,2024-09-25T08:02:32.000Z,False,#RRBNTPC_VACANCY_INCREASE बिहार में एक साल में 1 लाख शिक्षक भर्ती आता है और रेलवे 5 साल में 10 हजार भर्ती लाता है जोन में कितना पड़ता है समझो #Bihar #BJP4IND #election #biharelection #Railway #pmoindia,0,3,0,22,"['#RRBNTPC_VACANCY_INCREASE', '#Bihar', '#BJP4IND', '#election', '#biharelection', '#Railway', '#pmoindia']",[],[],tweet_id:1838851569145499826
Haresh Kumar,@kumarharesh,2024-09-25T07:57:10.000Z,False," requested to pay attention to the problems of the residents of Burari, #Natthupura & #Keshavnagar.  After the meeting of AutoUnion with Burari MLA  #buses have been suddenly reduced from the roads of #burari . Please see this matter #electiontime #election",0,0,2,22,"['#Natthupura', '#Keshavnagar', '#buses', '#burari', '#electiontime', '#election']","['@LtGovDelhi', '@Sanjeev_aap']",[],tweet_id:1838850216344121841
chitralekha,@chitralekhamag,2024-09-25T07:56:11.000Z,False,"મતદાનની વચ્ચે ઉમર અબદુલ્લા, કોંગ્રેસની વચ્ચે મતભેદ #AssemblyElections2024 #Voting #OmarAbdullah #NC  #JammuAndKashmirElections  #Alliance #Partner #Congress #RahulGandhi #Election #Chitralekha",0,0,0,42,"['#AssemblyElections2024', '#Voting', '#OmarAbdullah', '#NC', '#JammuAndKashmirElections', '#Alliance', '#Partner', '#Congress', '#RahulGandhi', '#Election', '#Chitralekha']",[],[],tweet_id:1838849970922717604
Mumbai Samachar Official,@Samachar_Mumbai,2024-09-25T07:52:19.000Z,True,"#watch | Jammu Kashmir Election | આજે બીજા તબક્કાનું મતદાન, લોકોમાં મતદાનનો અનેરો ઉત્સાહ | Mumbai Samachar #jammukashmirelection #jammuandkashmir #election #updates",0,0,0,39,"['#watch', '#jammukashmirelection', '#jammuandkashmir', '#election', '#updates']",[],[],tweet_id:1838848996502126709
ChristyO47,@Christy82194927,2024-09-25T07:51:56.000Z,True,"This is the absolute shit some of the  #MAGACult WILL do!! Of course, I am hoping that all places will not do this if someone has voted in person  #Trump #Republicans #Democrats #MAGA #Voting #election #politics #news     ",0,0,1,25,"['#MAGACult', '#Trump', '#Republicans', '#Democrats', '#MAGA', '#Voting', '#election', '#politics', '#news']","['@GOP', '@KamalaforNC', '@JoshStein_', '@KamalaforPA', '@KamalaForGA']","['\\U0001f937\\u200d\\u2640\\ufe0f', '\\U0001f64f\\U0001f3fc', '\\U0001f30a']",tweet_id:1838848901610160624
Abu zar,@_SSR__0,2024-09-25T07:51:48.000Z,False,"شہادت کی انگلی پر غلامی کا نشان
 نادان سمجھ بیٹھا ہے میں ابھی ہوں مسلمان#election #Srinagar",1,0,3,82,"['#election', '#Srinagar']",[],[],tweet_id:1838848866248020374
Haresh Kumar,@HareshK04248354,2024-09-25T07:50:39.000Z,False,"requested to pay attention to the problems of the residents of Burari, #Natthupura & Keshavnagar.  After the meeting of AutoUnion with Burari MLA#buses have been suddenly reduced from the roads of #burari . Please see this matter #electiontime #election",0,0,2,16,"['#Natthupura', '#buses', '#burari', '#electiontime', '#election']","['@LtGovDelhi', '@Sanjeev_aap']",[],tweet_id:1838848574857072767
HornbillTV,@hornbilltv,2024-09-25T07:49:30.000Z,False,जम्मू-कश्मीर विधानसभा चुनाव का दूसरा चरण जारी#JammuKashmir #AssemblyElection #election #SecondPhase,0,0,4,61,"['#JammuKashmir', '#AssemblyElection', '#election', '#SecondPhase']",[],[],tweet_id:1838848287639503267
virji sumbly inexile,@virjisumbly957,2024-09-25T07:48:45.000Z,False,"#AM_PROUD_KASHMIRI_PANDIT_ARTIST_AGAINST_GENOCIDE_SINCE_35YRS #WE_WANT_JUSTICE 
■ #PANUN_HOMELAND 
■ #ELECTION 
Final Electoral Roll Extract-2024 of Assembly Constituencies of Phase-2 at Special Polling Stations in Jammu(Polling Date: 25/09/2024):. ",0,1,1,17,"['#AM_PROUD_KASHMIRI_PANDIT_ARTIST_AGAINST_GENOCIDE_SINCE_35YRS', '#WE_WANT_JUSTICE', '#PANUN_HOMELAND', '#ELECTION']","['@narendramodi', '@DrAgnishekhar']",[],tweet_id:1838848097243238556
Dainik Savera Times,@saveratimes,2024-09-25T07:46:33.000Z,True,"Big Breaking | ਅੱਜ Punjab   'ਚ ਲਗੇਗਾ ਚੋਣ ਜ਼ਾਬਤਾ, ਪੰਚਾਇਤੀ ਚੋਣਾਂ ਦਾ ਹੋਵੇਗਾ ... https://youtube.com/live/xbn4VxLFXfA?si=jlFTDiFHifvnAY0A… via  #Electioncode #imposed #panchayatelection #Election #code #panchayat #announced #punjab #punjabinews #newsupdate #latestnews #todaynews #punjabnews #dainiksavera",0,0,0,47,"['#Electioncode', '#imposed', '#panchayatelection', '#Election', '#code', '#panchayat', '#announced', '#punjab', '#punjabinews', '#newsupdate', '#latestnews', '#todaynews', '#punjabnews', '#dainiksavera']",['@YouTube'],[],tweet_id:1838847544555721052
Haresh Kumar,@HareshK04248354,2024-09-25T07:42:55.000Z,False,"  requested to pay attention to the problems of the residents of Burari, Natthupura & Keshavnagar.  After the meeting of AutoUnion with Burari MLA  #buses have been suddenly reduced from the roads of #burari . Please see this matter #electiontime #election",0,0,2,17,"['#buses', '#burari', '#electiontime', '#election']","['@LtGovDelhi', '@Sanjeev_aap']",[],tweet_id:1838846632550412687
Haresh Kumar,@kumarharesh,2024-09-25T07:41:43.000Z,False,"  requested to pay attention to the problems of the residents of Burari, Natthupura & Keshavnagar.  After the meeting of AutoUnion with Burari MLA   #buses have been suddenly reduced from the roads of Burari. Please see this matter. #electiontime #election",0,0,1,15,"['#buses', '#electiontime', '#election']","['@LtGovDelhi', '@Sanjeev_aap']",[],tweet_id:1838846327460974800
Yasmeen Khan.,@YasmeenKhan_YK,2024-09-25T07:38:11.000Z,True,"The residents of #DalLake are set to cast their votes in a unique election, where the issues that matter most to them extend far beyond typical political concerns. For these inhabitants, the #election is the solution to get over the policies that directly impact their",5,2,40,4.1K,"['#DalLake', '#election']",[],[],tweet_id:1838845438209986998
KreigDK,@cnfc38631379,2024-09-25T07:37:01.000Z,False,"Election Bets  Leverage Trading on  

Ready to take a chance? #Bet on the 2024 election with up to 3x leverage. Will Donald #Trump claim victory?

2024 #Election perpetuals are now live on Helix, the cutting-edge decentralized exchange.

Helix opens the door to",1,0,18,85,"['#Bet', '#Trump', '#Election']",[],[],tweet_id:1838845147657773344
Sanjana Satroad,@sanjana_satrod,2024-09-25T07:34:00.000Z,False,"मेरा हल्का मेरा परिवार (गाँव राजली, हल्का बरवाला) चुनाव चिन्ह - चश्मा #संजनासातरोड़ #inld #bsp #barwala #vidhansabha #election",2,32,209,1.1K,"['#संजनासातरोड़', '#inld', '#bsp', '#barwala', '#vidhansabha', '#election']",[],"['\\U0001f453', '\\U0001f418', '\\U0001f64f', '\\U0001f453']",tweet_id:1838844385116696890
Shana Jonson,@shana_jonson,2024-09-25T07:32:42.000Z,False,Raise your hand if you're also voting for Trump because of this.#MMTLP_Scandal #AMC #MMTLP #harris #election,0,0,0,83,"['#MMTLP_Scandal', '#AMC', '#MMTLP', '#harris', '#election']",[],[],tweet_id:1838844058485297193
One Bond,@OneBond1,2024-09-25T07:31:53.000Z,True, BREAKING NEWS Robert Kiyosaki predicts #bitcoin could hits $500k by 2025 #Devara #crypto #nfts #bullrun #Trump #election #sausages,0,1,4,147,"['#bitcoin', '#Devara', '#crypto', '#nfts', '#bullrun', '#Trump', '#election', '#sausages']",[],"['\\U0001f6a8', '\\U0001f6a8', '\\U0001f6a8', '\\U0001f6a8']",tweet_id:1838843852360184046
Zee News,@ZeeNews,2024-09-25T07:29:14.000Z,True, बहराइच में बुलडोजर 'एक्शन' |   सरकारी जमीन के अतिक्रमण पर एक्शन#ZeeLive #BulldozerAction #Election #Politics #BJP #AAP #CMYogi,0,1,10,1K,"['#ZeeLive', '#BulldozerAction', '#Election', '#Politics', '#BJP', '#AAP', '#CMYogi']","['@malhotra_malika', '@thakur_shivangi']","['\\u25b6\\ufe0f', '\\u25b6\\ufe0f']",tweet_id:1838843188632523205
Vikalp Times,@VikalpTimes,2024-09-25T07:27:56.000Z,False,"#News #SriLanka ""श्रीलंका में संसदीय चुनाव का ऐलान, राष्ट्रपति दिसानायके ने की संसद भंग""https://vikalptimes.com/parliamentary-elections-announced-in-sri-lanka/…#Parliamentary #Election #SriLankaNews #AnuraKumaraDissanayake #HindiNews #LatestNews #LatestUpdates #SawaiMadhopurApp #VikalpTimes",0,0,0,29,"['#News', '#SriLanka', '#Parliamentary', '#Election', '#SriLankaNews', '#AnuraKumaraDissanayake', '#HindiNews', '#LatestNews', '#LatestUpdates', '#SawaiMadhopurApp', '#VikalpTimes']",['@anuradisanayake'],[],tweet_id:1838842858687853020
Sabah news,@Sabahnews786,2024-09-25T07:27:30.000Z,False,سپریم کورٹ  ، نصیرآباد میں انتخابی نتائج میں رد و بدل  کیخلاف درخواست مسترد کرنے کا تحریری فیصلہ جاریhttps://sabahnews.net/archives/211804#SupremeCourt #Naseerabad #issue  #election #results,0,0,0,80,"['#SupremeCourt', '#Naseerabad', '#issue', '#election', '#results']",[],[],tweet_id:1838842751317872888
Shathis,@RaviShathis,2024-09-25T07:25:22.000Z,False,"அரசியல் பேசுபவன் எல்லாம் அரசியல்வாதியா ? , என்ன ?#lka #Lk #election",0,0,0,43,"['#lka', '#Lk', '#election']",[],[],tweet_id:1838842212060401810
NavBharat Live,@TheNavbharatliv,2024-09-25T07:24:50.000Z,False,"जम्मू और कश्मीर में 25 सितंबर को विधानसभा चुनाव के दूसरे चरण का मतदान होगा, इसलिए केंद्र शासित प्रदेश के राजौरी जिले में सुरक्षा कड़ी कर दी गई है।#JammuKashmirElection2024 #JammuAndKashmir #Election",0,0,0,20,"['#JammuKashmirElection2024', '#JammuAndKashmir', '#Election']",[],[],tweet_id:1838842081177206805
Softlogic Stockbrokers,@SoftlogicStock1,2024-09-25T07:24:44.000Z,True,2024 General Election Schedule#Election #Srilanka #Vote #softlogicstockbrokers,0,0,3,303,"['#Election', '#Srilanka', '#Vote', '#softlogicstockbrokers']",[],[],tweet_id:1838842055214211320
PublicTV,@publictvnews,2024-09-25T07:24:08.000Z,False,ಕಮಲಾ ಹ್ಯಾರಿಸ್ ಕಚೇರಿ ಮೇಲೆ ಗುಂಡಿನ ದಾಳಿ https://publictv.in/shots-fired-into-kamala-harris-campaign-office-in-arizona-raising-concerns/… #America #Crime #DonaldTramp #Election #KamalaHarris,0,0,3,403,"['#America', '#Crime', '#DonaldTramp', '#Election', '#KamalaHarris']",[],[],tweet_id:1838841905607508239
Nikhil Hooda,@NikhilHooda04,2024-09-25T07:19:56.000Z,False,US President     #election #USA #Presidentialelection,0,0,0,31,"['#election', '#USA', '#Presidentialelection']","['@BarackObama', '@realDonaldTrump', '@JoeBiden', '@KamalaHarris']",[],tweet_id:1838840848286683189
Dawood Sajjadi (داود سجادی),@5tuxnet,2024-09-25T07:18:21.000Z,True,The #US government says that Russia is using AI to generate content for its #disinformation operations designed to interfere in the US Presidential #Election. The content was designed to boost the Trump campaign and denigrate the Harris camp. The Office of the Director of,0,0,0,171,"['#US', '#disinformation', '#Election']",[],[],tweet_id:1838840447533478058
JayNB,@Jonatha87811413,2024-09-25T07:16:51.000Z,False,"Honestly, it feels like this election could literally go in so many different directions. We just don’t know. 
I think a Harris landslide is as possible as a convincing trump victory. 
Polls are as like to underestimate Trump as they are to over adjust after 2016/2020. #election",0,0,0,43,['#election'],[],[],tweet_id:1838840069500649633
Sreeram Chaulia,@sreeramchaulia,2024-09-25T07:14:27.000Z,True,"Will the #USA-#India strategic partnership change depending on whether #KamalaHarris or #DonaldTrump wins the upcoming presidential #election?  of  says that #defence ties will keep strengthening no matter who is the next #American president, but a second term",3,3,2,193,"['#USA', '#India', '#KamalaHarris', '#DonaldTrump', '#election', '#defence', '#American']","['@RichardRossow', '@CSIS']",[],tweet_id:1838839465227247787
Tafazul Rashid,@TafaxulRashid,2024-09-25T07:13:24.000Z,False,All_Eyes_On_Beerwah#Election #Kashmir #KTwitter,0,0,2,33,"['#Election', '#Kashmir', '#KTwitter']",[],[],tweet_id:1838839201825005817
LaVar Jay,@lavarjay,2024-09-25T07:08:53.000Z,False,2004 Liberals be like… #trump #election #comedy,0,0,0,7,"['#trump', '#election', '#comedy']",[],[],tweet_id:1838838067295084973
Lok Pahal,@lokpahal,2024-09-25T07:07:48.000Z,False,जम्मू कश्मीर में दूसरे चरण की वोटिंग शुरू हो गई है। इस चरण में करीब 25 लाख से अधिक मतदाता उम्मीदवारों के भाग्य का फैसला करेंगे। दूसरे चरण के लिए जम्मू संभाग के तीन और कश्मीर घाटी के तीन जिलों में वोटिंग जारी है।#JammuKashmirElections #Phase2Elections  #JammuAndKashmir #Election,0,0,1,16,"['#JammuKashmirElections', '#Phase2Elections', '#JammuAndKashmir', '#Election']",[],[],tweet_id:1838837794900238399
Awaz the voice assam,@AssamAwaz,2024-09-25T07:05:21.000Z,False,#JammuAndKashmirelection #democracy #election #diplomats #electioncommissionofindia #indiandemocracy #JnKelection2024    ,0,0,0,11,"['#JammuAndKashmirelection', '#democracy', '#election', '#diplomats', '#electioncommissionofindia', '#indiandemocracy', '#JnKelection2024']","['@mygovindia', '@ECISVEEP', '@SpokespersonECI', '@AssamAwaz']",[],tweet_id:1838837176890745292
Prothom Alo English,@ProthomaloEN,2024-09-25T07:02:17.000Z,False,"Although in the initial stage, the #Islamist party sources said it wants to forge an alliance with other #religion-based parties considering that an alliance with the #BangladeshNationalistParty (#BNP) is unlikely. #JamaatEIslami #Politics #Election",0,0,0,24,"['#Islamist', '#religion', '#BangladeshNationalistParty', '#BNP', '#JamaatEIslami', '#Politics', '#Election']",[],[],tweet_id:1838836405881233461
News Nation,@NewsNationTV,2024-09-25T07:01:48.000Z,True,"Jammu Kashmir Polls: 16 देशों के 20 डिप्लोमैट चुनाव देखने पहुंचे J&K, 26 सीटों पर वोटिंग जारी#JammuKashmir #Election #Voting #JammuKashmirElection",0,0,0,127,"['#JammuKashmir', '#Election', '#Voting', '#JammuKashmirElection']",[],[],tweet_id:1838836283214323922
Zee 24 Kalak,@Zee24Kalak,2024-09-25T07:01:35.000Z,True,"ધળમૂળથી બદલાઈ જશે ગુજરાતનો નકશો! 33 થી 36 એ પહોંશે જિલ્લાઓનો આંકડો, બનશે 3 નવા જિલ્લા #gujaratnews #politics #bjp #congress #election  ",0,0,0,216,"['#gujaratnews', '#politics', '#bjp', '#congress', '#election']","['@BJP4Gujarat', '@INCGujarat']",[],tweet_id:1838836226599649604
Sandesh,@sandeshnews,2024-09-25T07:00:07.000Z,True,"જમ્મુ-કાશ્મીરમાં બીજા તબક્કાનું મતદાન, 11 વાગ્યા સુધીમાં 24.10% વોટિંગ#JammuAndKashmir #Election #NewsUpdate #SandeshNews",0,0,1,191,"['#JammuAndKashmir', '#Election', '#NewsUpdate', '#SandeshNews']",[],[],tweet_id:1838835860164284808
News Nation,@NewsNationTV,2024-09-25T07:00:07.000Z,True,Jammu Kashmir Voting : कटरा में वोट देने पहुंची लड़की ने कह दी बड़ी बात ! #JammuKashmir #Election #Voting #JammuKashmirElection ,0,1,1,130,"['#JammuKashmir', '#Election', '#Voting', '#JammuKashmirElection']",['@nnshahnawaz'],[],tweet_id:1838835859656716623
AAP SUJIN,@AAP_SUJIN,2024-09-25T06:59:17.000Z,False,"சிவாஷிஷ் சிங் ஜி முன்னிலையில்*

 #aapkaadarsh #haryanaelection2024 #aamaadmipartyharyana #AamAadmiParty #mediacoverage #AarvindKejriwal #election #haryana அரவிந்த் கெஜ்ரிவால் ஆம் ஆத்மி கட்சி மணீஷ் சிசோடியா ஆம் ஆத்மி கட்சி ஹரியானா",0,0,0,13,"['#aapkaadarsh', '#haryanaelection2024', '#aamaadmipartyharyana', '#AamAadmiParty', '#mediacoverage', '#AarvindKejriwal', '#election', '#haryana']",[],[],tweet_id:1838835648662507986
HYDROLOGIST THENNARASU,@TNHYDROLOGIST,2024-09-25T06:57:32.000Z,False,"சிவாஷிஷ் சிங் ஜி முன்னிலையில்*

 #aapkaadarsh #haryanaelection2024 #aamaadmipartyharyana #AamAadmiParty #mediacoverage #AarvindKejriwal #election #haryana அரவிந்த் கெஜ்ரிவால் ஆம் ஆத்மி கட்சி மணீஷ் சிசோடியா ஆம் ஆத்மி கட்சி ஹரியானா",0,0,0,6,"['#aapkaadarsh', '#haryanaelection2024', '#aamaadmipartyharyana', '#AamAadmiParty', '#mediacoverage', '#AarvindKejriwal', '#election', '#haryana']",[],[],tweet_id:1838835210517123298
monique mcfaddin,@anangelslaugh1,2024-09-25T06:57:18.000Z,False,https://facebook.com/story.php?story_fbid=833839171889197&id=100064620525177…#Ffkjr #Trump #Election2024 #Election,0,0,0,8,"['#Ffkjr', '#Trump', '#Election2024', '#Election']",[],[],tweet_id:1838835152136315215
வால் ரைட்டிங் தென்ஸ்,@WALWRITINGTHENS,2024-09-25T06:57:13.000Z,False,"சிவாஷிஷ் சிங் ஜி முன்னிலையில்*

 #aapkaadarsh #haryanaelection2024 #aamaadmipartyharyana #AamAadmiParty #mediacoverage #AarvindKejriwal #election #haryana அரவிந்த் கெஜ்ரிவால் ஆம் ஆத்மி கட்சி மணீஷ் சிசோடியா ஆம் ஆத்மி கட்சி ஹரியானா",0,0,1,17,"['#aapkaadarsh', '#haryanaelection2024', '#aamaadmipartyharyana', '#AamAadmiParty', '#mediacoverage', '#AarvindKejriwal', '#election', '#haryana']",[],[],tweet_id:1838835130011652178
Dr. V,@ChaliceGarden,2024-09-25T06:56:56.000Z,True,On Oct 7???? And the day before the #election????? ,0,0,0,6,['#election'],[],['\\U0001f61e'],tweet_id:1838835060516229302
News Nation,@NewsNationTV,2024-09-25T06:54:53.000Z,True,"J&K : मतदान को लेकर लोगों में गजब का उत्साह, पोलिंग बूथ पर लगी रही लंबी कतारें, देखें ग्राउंड रिपोर्ट #JammuKashmir #Election #Voting #JammuKashmirElection ",0,1,1,124,"['#JammuKashmir', '#Election', '#Voting', '#JammuKashmirElection']",['@nnshahnawaz'],[],tweet_id:1838834542196486364
Swetcha Daily epaper,@swetchadaily,2024-09-25T06:53:49.000Z,True,"Swetcha Daily Epaper:

మహా సంగ్రామంలో మెరిసేదెవరో
మరో రెండు నెలల్లో అసెంబ్లీ ఎన్నికలకు నోటిఫికేషన్#Maharshtra #election #Shivsena",0,0,0,7,"['#Maharshtra', '#election', '#Shivsena']",[],[],tweet_id:1838834273974984870
Prajavani,@prajavani,2024-09-25T06:51:37.000Z,False,"J&K Election Phase 2 | ಪ್ರಜಾಪ್ರಭುತ್ವದ ಹಬ್ಬದಲ್ಲಿ ಭಾಗಿಯಾದ ಮತದಾರರು #election #JammuKashmirAssemblyElections2024 
 https://prajavani.net/news/india-news/jk-election-phase-2-voters-participating-in-the-festival-of-democracy-2981386…",0,0,1,247,"['#election', '#JammuKashmirAssemblyElections2024']",[],[],tweet_id:1838833718540030258
ANFREL,@Anfrel,2024-09-25T06:48:10.000Z,False,Read ANFREL's interim report here: #SriLanka #Election #PresidentialElection2024 #PE2024SriLanka,0,2,2,193,"['#SriLanka', '#Election', '#PresidentialElection2024', '#PE2024SriLanka']",[],[],tweet_id:1838832851342758258
ANFREL,@Anfrel,2024-09-25T06:47:47.000Z,False,Watch the recording of the live stream of the global event here:#SriLanka #Election #PresidentialElection2024 #PE2024SriLanka,1,2,3,207,"['#SriLanka', '#Election', '#PresidentialElection2024', '#PE2024SriLanka']",[],[],tweet_id:1838832757314834684
Newsbpbharat,@newsbpbharat,2024-09-25T06:46:44.000Z,False,"Jammu Kashmir Elections 2024: जम्मू-कश्मीर में दूसरे चरण के लिए मतदान शुरू, उमर अब्दुल्ला, रवींद्र रैना समेत ये दिग्गज मैदान में; पोलिंग बूथ पर दिखी मतदाताओं की लंबी कतारें।https://newsbpbharat.com/voting-begins-for-the-second-phase-in-jammu-and-kashmir/…#Jammukashmir #Election #matdan #Amarabdullah #hindinews #india #NewsbpBharat",0,0,0,14,"['#Jammukashmir', '#Election', '#matdan', '#Amarabdullah', '#hindinews', '#india', '#NewsbpBharat']",[],[],tweet_id:1838832490070331720
Zee News,@ZeeNews,2024-09-25T06:46:37.000Z,True,#BreakingNews : जम्मू-कश्मीर विधानसभा चुनाव के दूसरे चरण में सुबह 11 बजे तक 24.10% मतदान हुआ.#BreakingNews #JammuKashmir #Election #Voting #JammuKashmirAssemblyElections2024 #JammuKashmirElection2024 #ZeeNews,2,2,28,1.5K,"['#BreakingNews', '#BreakingNews', '#JammuKashmir', '#Election', '#Voting', '#JammuKashmirAssemblyElections2024', '#JammuKashmirElection2024', '#ZeeNews']",[],[],tweet_id:1838832461129662945
News Nation,@NewsNationTV,2024-09-25T06:45:49.000Z,True,"Jammu Kashmir 2nd Phase Voting: जम्मू-कश्मीर विधानसभा चुनाव का दूसरा चरण, पोलिंग बूथ पर उमड़ी भीड़#JammuKashmir #Voting #Election    ",0,1,2,140,"['#JammuKashmir', '#Voting', '#Election']","['@KhushbooAnchor', '@Payodhi_Shashi']",[],tweet_id:1838832261224902824
